processing_index,year,day,'b01372058','b01463500','b01578310','b01646580','b02226160','b02359170','b02470500','b03303280','b03374100','b03378500','b03609750','b03612500','b04264331','b05420500','b05586100','b05587455','b06338490','b06440000','b06467500','b06610000','b06805500','b06934500','b07022000','b07263620','b07288955','b07373420','b07374000','b07374525','b07381495','b07381590','b07381600','b08012150','b08116650','b08475000','b09522000','b11303500','b11447650','b14246900','b15565447','b32202309'
"221","2013","221","294.632058862252","295.204124828779","295.328194286087","297.544645573154","302.242659070599","296.95101230622","301.94331963687","297.362765160541","299.845047926787","298.648357818913","296.95101230622","298.160429558326","291.751613413949","293.076461973796","295.755028505793","294.114122908359","295.254122577918","295.678810735352","295.990728326868","296.200168340012","296.832292254733","296.95101230622","295.892692730085","298.276317289328","303.419413933459","297.09751702073","297.097029552117","297.110061530686","306.18265896661","303.28604493313","306.003198677561","303.332030869514","307.614583513833","304.351124334017","299.340615295722","294.752717017831","295.219180211979","295.697217563947","288.664907730585","296.95101230622"
"222","2013","222","293.250708273932","294.322063654465","294.323308481112","297.191529341138","302.545457319144","296.960310745515","302.356755595766","297.22927772904","298.170420785137","297.392400261483","296.960310745515","297.877115904942","291.100856019604","292.078658522522","295.677033869467","293.543515642231","296.594860526865","296.660557199613","296.734360792258","296.497416359284","297.309437243768","296.960310745515","296.157916283217","298.083260116481","303.116859432144","297.097497312982","297.097933254361","297.107425767839","305.682634236976","303.339236388492","305.525681764929","302.935054583669","307.862845380114","303.508942427003","299.405218368199","294.997356996171","295.250556077173","295.983531925084","287.619441968829","296.960310745515"
"223","2013","223","288.75817934958","291.022202534192","291.570520372773","296.092938904597","302.952931815504","297.602112154626","301.979853541282","296.304045030104","297.794090761853","296.384049495268","297.602112154626","297.238982931222","290.849212052461","292.621247903912","293.480085527152","293.395637947694","297.684047097188","298.015850171477","298.187993241778","298.07451573687","297.808560755318","297.602112154626","297.015048611022","299.760585463","302.31984670026","297.713050558212","297.710431540156","297.720386950542","305.375586647232","302.471100853883","305.16889831683","302.741901509455","307.506346540687","302.807377051521","299.423541861324","296.46784322551","295.880872952365","294.966342776155","287.860623451042","297.602112154626"
"224","2013","224","291.546317187157","294.175498981124","294.693775274315","298.644122048009","302.65822546996","298.594373305693","301.575445359962","297.320339412261","296.531535718758","295.788838522522","298.594373305693","297.50853113971","291.535013498887","294.704371290061","295.441431327816","295.544282101953","298.113421819741","298.375387234906","298.678925072348","298.708461055764","298.608939884348","298.594373305693","298.223540983002","300.935557903926","302.131348843267","298.675883165032","298.675368842463","298.686190575797","305.876621626608","301.648645787063","305.602004756602","301.038343783165","307.296424922512","302.776793823724","300.132638698365","297.622397164183","296.609167168548","295.132356713116","290.246881910101","298.594373305693"
"225","2013","225","292.898714602749","295.09813129881","294.276634232071","297.179405622921","301.739952975434","297.277492560626","301.187500107195","296.479338669513","298.079094717448","297.195124615117","297.277492560626","297.195196256475","290.730540649427","290.925127852662","294.747982951895","292.314550900339","297.960469907501","297.992863260412","298.084333087536","297.785405397108","297.031508160053","297.277492560626","296.468917007913","300.175464764786","302.382931959866","297.389473849428","297.387880288984","297.395612773869","304.857348557967","302.942476431287","304.719849007519","302.886677666831","308.337287969786","303.891316780087","300.200578194285","298.087608913133","297.514143993971","295.386566465903","291.578904359667","297.277492560626"
"226","2013","226","289.692545298768","290.541015977784","289.782630288031","292.98128427651","301.771638685501","295.079150803477","300.040497477604","291.365838806207","290.19526248479","289.625552840457","295.079150803477","292.787687968935","289.122023965316","290.066528912068","289.778638558947","290.324010847497","297.448233268568","297.50226648399","297.463722679964","297.060218938323","295.96398463721","295.079150803477","294.908296768021","298.169625369385","300.635906374927","295.204920927674","295.199663449351","295.211606761176","303.195981370785","301.405090391165","303.078246723301","301.342970053326","306.444285706888","304.512984296353","300.32741107752","299.217684281286","298.842650221692","295.271234972291","290.913787019162","295.079150803477"
"227","2013","227","288.07655010785","288.749300594946","288.570706654856","290.806393036925","298.473679550468","294.916841890611","298.037690128579","290.046402827994","291.150601607652","290.680762064622","294.916841890611","290.963259747645","289.979306685442","292.663269821799","289.683214298345","291.535672902513","298.148982802918","298.296473352532","298.227405354442","297.95497575169","297.000523098654","294.916841890611","295.621974501846","297.783898967208","296.879411587842","294.988700013453","294.987426548061","294.995228269465","301.618140925374","301.269541007195","301.593930755585","301.181270849745","304.481397783957","304.37700842788","301.202573780574","299.59729718582","298.580380718579","295.934175466469","289.214412511691","294.916841890611"
"228","2013","228","289.843583092089","289.933790618222","289.98280849387","292.477901097231","295.176538697761","296.089999991793","297.077195358381","292.001837089711","292.738031841584","292.03293751569","296.089999991793","292.591155342017","291.419602508274","294.240964594745","291.864869075319","293.43546496754","299.118463367518","299.176982740154","299.166626887967","299.029036468724","297.511085208545","296.089999991793","296.850354280909","298.229560779795","297.733719887199","296.143032327586","296.142666537787","296.150333823216","300.414603016366","301.312540466485","300.488258683297","301.083819268285","303.726504301522","304.380054094306","301.718220024233","300.198474119203","298.904298197657","295.792717642863","288.220794021503","296.089999991793"
"229","2013","229","291.596137877478","291.300490090161","291.134463759669","292.973483771509","295.471218012958","297.030458836427","296.848006740138","292.843517400603","293.888042909382","293.24129696893","297.030458836427","293.505984840485","292.063679386149","294.227243967207","293.132525213204","293.978055412459","300.317571080494","300.513600543252","300.441440649305","300.16324134315","298.628763508597","297.030458836427","297.863265403704","298.313531713206","298.944845322149","297.078496640459","297.076185611275","297.082952672545","300.663905555562","301.781969093513","300.743191356316","301.68125861122","303.473567469923","304.569434594847","302.723252448707","300.579086871916","299.823971719907","295.400792974474","287.431371890388","297.030458836427"
"230","2013","230","291.22228597665","290.419551303882","290.29087134509","290.849735614333","298.13028970681","297.504083776109","296.021345198158","293.271351463521","296.342374074809","295.800090532179","297.504083776109","294.273438010033","292.655582156259","294.690645089941","294.581324108435","294.565862741681","300.018990046627","300.615740051641","300.606538692582","300.459535323164","299.088564326204","297.504083776109","298.178479606885","299.008537287039","299.033314525703","297.549196976026","297.543831602183","297.550135053915","301.732065286635","300.888365134768","301.671482639591","301.128257400846","303.060138249104","304.383894668567","302.503114371168","301.708000979152","300.997125660542","294.879388112297","286.626655875317","297.504083776109"
"231","2013","231","292.205716682222","291.911014454624","292.427725442929","293.934661502489","299.838220618383","298.679235157826","298.761140888552","295.47197050675","297.492543621208","296.75614544106","298.679235157826","295.998306129944","293.581211390676","296.371653225489","295.747729578343","296.10908160266","299.13737354109","300.218657068027","300.655126103531","300.937316644738","300.409091022946","298.679235157826","299.292550795706","299.794627610213","299.756101170123","298.714996796151","298.709111918183","298.716577617399","303.286744210415","301.610868781199","303.168553200491","301.707513097282","304.656351214809","304.073497961716","302.207079247265","303.474348154163","301.617005473699","294.316042363825","284.64186054778","298.679235157826"
"232","2013","232","293.866924720427","294.309300968183","294.292996297766","296.438672639626","299.728393246468","299.815867465208","299.76667242245","296.001835656399","297.306563038994","296.915237176238","299.815867465208","296.364048977698","294.607947951627","299.490920361118","297.162870967623","298.894060380868","299.449848463393","300.641661817998","301.174956486471","301.707463215902","301.278522283134","299.815867465208","300.744129090226","300.494951363863","301.053119705026","299.850728841521","299.845026284009","299.85045099594","303.850858830228","301.235318631524","303.693227740575","300.236917145456","304.954678547929","303.357227531423","302.085387129956","303.297460033844","301.09487069261","293.723516846189","283.529740242059","299.815867465208"
